epoch,train_loss,train_acc,val_loss,val_acc
1,0.24941719655286182,0.8937857142857143,0.14661219778160253,0.944
2,0.07462462422183969,0.9722142857142857,0.2219162118077899,0.9186666666666666
3,0.037767627378079024,0.9880714285714286,0.12644593208096921,0.9526666666666667
4,0.023785220238972792,0.9921428571428571,0.15571786742657423,0.9476666666666667
5,0.013738621963950043,0.996,0.12578885552162924,0.9596666666666667
