epoch,train_loss,train_acc,val_loss,val_acc
1,0.26614162165960764,0.8837142857142857,0.18840633816224464,0.9258333333333333
2,0.09059301221989878,0.9673928571428572,0.16986842339541366,0.9315
3,0.04771790327079016,0.9833214285714286,0.1831149427917479,0.9365
4,0.03524390293591439,0.9878928571428571,0.230351061768275,0.9351666666666667
5,0.026899106522009934,0.9906428571428572,0.11651305679945236,0.9626666666666667
