epoch,train_loss,train_acc,val_loss,val_acc
1,0.24661679836836728,0.8970714285714285,0.08828884495111804,0.969
2,0.035126480066471476,0.9892142857142857,0.04496725658342863,0.9843333333333333
3,0.015540163348090242,0.9948571428571429,0.04900543911692997,0.981
4,0.00663298117578961,0.9985,0.05376585737879699,0.9803333333333333
5,0.009618186649062077,0.9969285714285714,0.04150462678323189,0.9826666666666667
