epoch,train_loss,train_acc,val_loss,val_acc
1,0.20343253124041036,0.9130714285714285,0.1735957686749982,0.9293333333333333
2,0.0752407405695292,0.9724285714285714,0.09231163428860231,0.9651111111111111
3,0.05640631558735909,0.979047619047619,0.0867420500537879,0.9687777777777777
4,0.039083375013787246,0.9851428571428571,0.09780969601255697,0.9705555555555555
5,0.02613650810215509,0.9908333333333333,0.1130220553982006,0.9626666666666667
