epoch,train_loss,train_acc,val_loss,val_acc
1,0.33659300187679186,0.8497142857142858,0.2099906382884117,0.9128333333333334
2,0.13749615085995906,0.94775,0.1690813239584578,0.9333333333333333
3,0.07364376475311578,0.9728214285714286,0.20301557506652587,0.923
4,0.051686992817749716,0.9814285714285714,0.1580858220088672,0.9426666666666667
5,0.03321923169873008,0.9884285714285714,0.2867222861780047,0.9056666666666666
