epoch,train_loss,train_acc,val_loss,val_acc
1,0.05385954916005721,0.9803939962476548,0.2607844499053899,0.9544715447154472
2,0.014404355321468757,0.9950437773608505,0.014027049167518272,0.9949968730456535
3,0.00832568422251461,0.9970762976860538,0.009455431865162608,0.9962476547842402
4,0.008858856434928385,0.9968261413383365,0.020146109361725395,0.9952470293933708
5,0.006016020083152853,0.9979049405878674,0.01090948403821676,0.9964978111319575
