epoch,train_loss,train_acc,val_loss,val_acc
1,0.08125371977691646,0.96767,0.030730907747427084,0.98895
2,0.019136900413388988,0.99334,0.026406826008004463,0.99095
3,0.011660612555687575,0.99583,0.02582418127930842,0.99045
4,0.010673458062424137,0.99596,0.020303774134932194,0.9926
5,0.008176996936489631,0.99695,0.23488276723767185,0.93585
